year,state_district,party,party_incumbent,candidate_incumbent,candidate_incumbent_vote
2014,North Carolina5,republican,republican,1,0.5754488154251038
2014,North Carolina6,republican,republican,0,0
2014,North Carolina7,republican,democrat,0,0
2014,North Carolina8,republican,republican,1,0.5316097657800715
2014,North Carolina9,republican,republican,1,0.5178125582261971
2014,North Dakota0,republican,republican,1,0.5489305049585104
2014,Ohio1,republican,republican,1,0.5773456175868419
2014,Ohio10,republican,republican,1,0.595419694512842
2014,Ohio11,democrat,democrat,1,1.0
2014,Ohio12,republican,republican,1,0.6346960708218219
2014,Ohio13,democrat,democrat,1,0.727698602029591
2014,Ohio14,republican,republican,1,0.5403361047856097
2014,Ohio15,republican,republican,1,0.615584384427611
2014,Ohio16,republican,republican,1,0.5204699731564375
2014,Ohio2,republican,republican,0,0
2014,Ohio3,democrat,democrat,1,0.6828873134631256
2014,Ohio4,republican,republican,1,0.5835276902727813
2014,Ohio5,republican,republican,1,0.5726814407266154
2014,Ohio6,republican,republican,1,0.5325134312900511
2014,Ohio7,republican,republican,1,0.563955771154991
2014,Ohio8,republican,republican,1,0.992195428405741
2014,Ohio9,democrat,democrat,1,0.730373217423968
2014,Oklahoma1,republican,republican,1,0.634687640197398
2014,Oklahoma2,republican,republican,1,0.5734003160263674
2014,Oklahoma3,republican,republican,1,0.7527676928989601
2014,Oklahoma4,republican,republican,1,0.6789049325666171
2014,Oklahoma5,republican,republican,0,0
2014,Oregon1,democrat,democrat,1,0.595954575576842
2014,Oregon2,republican,republican,1,0.6863493401152729
2014,Oregon3,democrat,democrat,1,0.7445844748858448
2014,Oregon4,democrat,democrat,1,0.5911499411255027
2014,Oregon5,democrat,democrat,1,0.5403817422325212
2014,Pennsylvania1,democrat,democrat,1,0.8494850271741091
2014,Pennsylvania10,republican,republican,1,0.6558420687388145
2014,Pennsylvania11,republican,republican,1,0.5854423944066929
2014,Pennsylvania12,republican,republican,1,0.5173525775872497
2014,Pennsylvania13,democrat,democrat,0,0
2014,Pennsylvania14,democrat,democrat,1,0.768943394153232
2014,Pennsylvania15,republican,republican,1,0.5675054748693421
2014,Pennsylvania16,republican,republican,1,0.548463556206348
2014,Pennsylvania17,democrat,democrat,0,0
2014,Pennsylvania18,republican,republican,1,0.6395522806479124
2014,Pennsylvania2,democrat,democrat,1,0.8927847895259634
2014,Pennsylvania3,republican,republican,1,0.5481597545898702
2014,Pennsylvania4,republican,republican,1,0.5974175932627146
2014,Pennsylvania5,republican,republican,1,0.6292461012868851
2014,Pennsylvania6,republican,republican,0,0
2014,Pennsylvania7,republican,republican,1,0.5939776659282333
2014,Pennsylvania8,republican,republican,1,0.5660348968595098
2014,Pennsylvania9,republican,republican,1,0.616747780754999
2014,Rhode Island1,democrat,democrat,1,0.5295175876947078
2014,Rhode Island2,democrat,democrat,1,0.5572038084972604
2014,South Carolina1,republican,republican,0,0
2014,South Carolina2,republican,republican,1,0.9626837098341825
2014,South Carolina3,republican,republican,1,0.6653713451325349
2014,South Carolina4,republican,republican,1,0.6489748355090601
2014,South Carolina5,republican,republican,1,0.5551163116944782
2014,South Carolina6,democrat,democrat,1,0.9362284099907968
2014,South Carolina7,republican,republican,1,0.5551211657442935
2014,South Dakota0,republican,republican,1,0.5744973424932698
2014,Tennessee1,republican,republican,1,0.7604225775226142
2014,Tennessee2,republican,republican,0,0
2014,Tennessee3,republican,republican,1,0.6143420432915935
2014,Tennessee4,republican,republican,0,0
2014,Tennessee5,democrat,democrat,1,0.6523157034531253
2014,Tennessee6,republican,republican,1,0.7643103784182622
2014,Tennessee7,republican,republican,1,0.7101661057262559
2014,Tennessee8,republican,republican,1,0.6832783388566398
2014,Tennessee9,democrat,democrat,1,0.7507241410909729
2014,Texas1,republican,republican,1,0.7142651146768779
2014,Texas10,republican,republican,1,0.605195080657074
2014,Texas11,republican,republican,1,0.7863889958101609
2014,Texas12,republican,republican,1,0.709085550962408
2014,Texas13,republican,republican,1,0.9098154931488265
2014,Texas14,republican,republican,0,0
2014,Texas15,democrat,democrat,1,0.6088598877683911
2014,Texas16,democrat,democrat,1,0.6541918002645076
2014,Texas17,republican,republican,1,0.7992993495553994
2014,Texas18,democrat,democrat,1,0.7501231198571809
2014,Texas19,republican,republican,1,0.8499242436075662
2014,Texas2,republican,republican,1,0.6481764151862557
2014,Texas20,democrat,democrat,1,0.6393485768918824
2014,Texas21,republican,republican,1,0.6054910721512635
2014,Texas22,republican,republican,1,0.6403386061193013
2014,Texas23,republican,democrat,0,0
2014,Texas24,republican,republican,1,0.61023701276033
2014,Texas25,republican,republican,1,0.5844118939726899
2014,Texas26,republican,republican,1,0.6827456391584822
2014,Texas27,republican,republican,1,0.5675214318296176
2014,Texas28,democrat,democrat,1,0.6788976425488243
2014,Texas29,democrat,democrat,1,0.9000324230475573
2014,Texas3,republican,republican,1,1.0
2014,Texas30,democrat,democrat,1,0.7882394684213921
2014,Texas31,republican,republican,1,0.6127991837663953
2014,Texas32,republican,republican,1,0.5827981687834809
2014,Texas33,democrat,democrat,0,0
2014,Texas34,democrat,democrat,1,0.6189200016577104
2014,Texas35,democrat,democrat,1,0.6394638543640535
2014,Texas36,republican,republican,0,0
2014,Texas4,republican,republican,0,0
2014,Texas5,republican,republican,1,0.6439562022763291
2014,Texas6,republican,republican,1,0.5802245374815953
2014,Texas7,republican,republican,1,0.6080515421334798
2014,Texas8,republican,republican,1,0.7729195545146026
2014,Texas9,democrat,democrat,1,0.7848675680681608
2014,Utah1,republican,republican,1,0.7147331465250399
2014,Utah2,republican,republican,1,0.6217103542618037
2014,Utah3,republican,republican,1,0.7660577852951489
2014,Utah4,republican,democrat,0,0
2014,Vermont0,democrat,democrat,1,0.7194815318127417
2014,Virginia1,republican,republican,1,0.5628969243790743
2014,Virginia10,republican,republican,0,0
2014,Virginia11,democrat,democrat,1,0.6098126973329762
2014,Virginia2,republican,republican,1,0.5375781800777435
2014,Virginia3,democrat,democrat,1,0.812699099505857
2014,Virginia4,republican,republican,1,0.5693308879404421
2014,Virginia5,republican,republican,1,0.5544467138355295
2014,Virginia6,republican,republican,1,0.6523080153013495
2014,Virginia7,republican,republican,0,0
2014,Virginia8,democrat,democrat,0,0
2014,Virginia9,republican,republican,1,0.6128861160652129
2014,Washington1,democrat,democrat,0,0
2014,Washington10,democrat,democrat,1,0.585582058566826
2014,Washington2,democrat,democrat,1,0.6114174752142802
2014,Washington3,republican,republican,1,0.6037960555865579
2014,Washington4,republican,republican,0,0
2014,Washington5,republican,republican,1,0.6191821840831168
2014,Washington6,democrat,democrat,1,0.589978696908207
2014,Washington7,democrat,democrat,1,0.7965401249399328
2014,Washington8,republican,republican,1,0.5965242146380217
2014,Washington9,democrat,democrat,1,0.7161733280127098
2014,West Virginia1,republican,republican,1,0.6248348128189922
2014,West Virginia2,republican,republican,0,0
2014,West Virginia3,republican,democrat,0,0
2014,Wisconsin1,republican,republican,1,0.5490168685523944
2014,Wisconsin2,democrat,democrat,1,0.6790057764429596
2014,Wisconsin3,democrat,democrat,1,0.6407741844339012
2014,Wisconsin4,democrat,democrat,1,0.7221168367159011
2014,Wisconsin5,republican,republican,0,0
2014,Wisconsin6,republican,republican,0,0
2014,Wisconsin7,republican,republican,1,0.5608490028331605
2014,Wisconsin8,republican,republican,1,0.559477190376522
2014,Wyoming0,republican,republican,1,0.6639489429597129
2016,Alabama1,republican,republican,1,0.6815691632618206
2016,Alabama2,republican,republican,1,0.6734245498713918
2016,Alabama3,republican,republican,1,0.6612054654577959
2016,Alabama4,republican,republican,1,0.9857441819045357
2016,Alabama5,republican,republican,1,0.7442409694529405
2016,Alabama6,republican,republican,0,0
2016,Alabama7,democrat,democrat,1,0.9837232062046078
2016,Alaska0,republican,republican,1,0.5096571471468251
2016,Arizona1,democrat,democrat,0,0
2016,Arizona2,republican,republican,1,0.5001299287443413
2016,Arizona3,democrat,democrat,1,0.5572451832841766
2016,Arizona4,republican,republican,1,0.699627238424697
2016,Arizona5,republican,republican,0,0
2016,Arizona6,republican,republican,1,0.6486164504244755
2016,Arizona7,democrat,democrat,1,0.7485439037182212
2016,Arizona8,republican,republican,1,0.7581165771369334
2016,Arizona9,democrat,democrat,1,0.5467598820204613
2016,Arkansas1,republican,republican,1,0.632536075330181
2016,Arkansas2,republican,republican,0,0
2016,Arkansas3,republican,republican,1,0.7941446041846701
2016,Arkansas4,republican,republican,1,0.5374688911420408
2016,California1,republican,republican,1,0.6103007782892426
2016,California10,republican,republican,0,0
2016,California11,democrat,democrat,1,0.6727393479978473
2016,California12,democrat,democrat,1,0.8325375525319353
2016,California13,democrat,democrat,1,0.8847876658737286
2016,California14,democrat,democrat,1,0.7669598916497928
2016,California15,democrat,democrat,1,0.6980532657831022
2016,California16,democrat,democrat,1,0.5073119929839948
2016,California17,democrat,democrat,0,0
2016,California18,democrat,democrat,1,0.6775432057274958
2016,California19,democrat,democrat,1,0.6721131874667418
2016,California2,democrat,democrat,1,0.7499126533164157
2016,California20,democrat,democrat,0,0
2016,California21,republican,republican,1,0.5783413331317636
2016,California22,republican,republican,1,0.7203506772059816
2016,California23,republican,republican,1,0.7483941720194266
2016,California24,democrat,democrat,0,0
2016,California25,republican,republican,0,0
2016,California26,democrat,democrat,1,0.5133163358437016
2016,California27,democrat,democrat,1,0.5935726602915817
2016,California28,democrat,democrat,1,0.764950442360141
2016,California29,democrat,democrat,1,0.746131275971463
2016,California3,democrat,democrat,1,0.527246106748303
2016,California30,democrat,democrat,1,0.656399990901026
2016,California31,democrat,democrat,1,0.5173374488896015
2016,California32,democrat,democrat,1,0.5965571167926451
2016,California33,democrat,democrat,1,0.5918724150553731
2016,California34,democrat,democrat,1,0.7253533697927654
2016,California35,democrat,democrat,1,0.634519315717613
2016,California36,democrat,democrat,1,0.5418409262034158
2016,California37,democrat,democrat,1,0.8428133544645501
2016,California38,democrat,democrat,1,0.5909017059301381
2016,California39,republican,republican,1,0.6854494276599737
2016,California4,republican,republican,1,0.6004906836416684
2016,California40,democrat,democrat,1,0.6117580347921181
2016,California41,democrat,democrat,1,0.5664301915930698
2016,California42,republican,republican,1,0.6573771937560632
2016,California43,democrat,democrat,1,0.7095680332376123
2016,California44,democrat,democrat,0,0
2016,California45,republican,republican,1,0.6512074744324808
2016,California46,democrat,democrat,0,0
2016,California47,democrat,democrat,1,0.5598946515397083
2016,California48,republican,republican,0,0
2016,California49,republican,republican,1,0.6016905517892388
2016,California5,democrat,democrat,1,0.7573153060509034
2016,California50,republican,republican,1,0.712000712019784
2016,California51,democrat,democrat,1,0.6878950579621721
2016,California52,democrat,democrat,1,0.5158687073267492
2016,California53,democrat,democrat,1,0.5883656210315852
2016,California6,democrat,democrat,1,0.7268912600407625
2016,California7,democrat,democrat,1,0.5039626988839079
2016,California8,republican,republican,1,0.6764685339107355
2016,California9,democrat,democrat,1,0.5237038381571565
2016,Colorado1,democrat,democrat,1,0.658114717013652
2016,Colorado2,democrat,democrat,1,0.5674312390697943
2016,Colorado3,republican,republican,1,0.5798193788881736
2016,Colorado4,republican,republican,1,0.646727654123634
2016,Colorado5,republican,republican,1,0.5979798748359362
2016,Colorado6,republican,republican,1,0.5189806106207495
2016,Colorado7,democrat,democrat,1,0.5507295378293323
2016,Connecticut1,democrat,democrat,1,0.5848605431405217
2016,Connecticut2,democrat,democrat,1,0.5760125649305068
2016,Connecticut3,democrat,democrat,1,0.6192703594853743
2016,Connecticut4,democrat,democrat,1,0.5100653923541247
2016,Connecticut5,democrat,democrat,0,0
2016,Delaware0,democrat,democrat,0,0
2016,Florida1,republican,republican,0,0
2016,Florida10,democrat,republican,0,0
2016,Florida11,republican,republican,0,0
2016,Florida12,republican,republican,1,1.0
2016,Florida13,democrat,republican,0,0
2016,Florida14,democrat,democrat,1,1.0
2016,Florida15,republican,republican,1,0.602812971130526
2016,Florida16,republican,republican,1,0.615386294750554
2016,Florida17,republican,republican,1,0.632353992742094
2016,Florida18,republican,democrat,0,0
2016,Florida19,republican,republican,0,0
2016,Florida2,republican,democrat,0,0
2016,Florida20,democrat,democrat,1,0.8160364777158243
2016,Florida21,democrat,democrat,0,0
2016,Florida22,democrat,democrat,0,0
2016,Florida23,democrat,democrat,1,0.6266779134402991
2016,Florida24,democrat,democrat,1,0.8617510905961926
2016,Florida25,republican,republican,1,1.0
2016,Florida26,republican,republican,1,0.5146432622399078
2016,Florida27,republican,republican,1,1.0
2016,Florida3,republican,republican,1,0.649847689557666
2016,Florida4,republican,republican,0,0
2016,Florida5,democrat,democrat,0,0
2016,Florida6,republican,republican,1,0.6254453251673143
2016,Florida7,democrat,republican,0,0
2016,Florida8,republican,republican,1,0.658358620538918
2016,Florida9,democrat,democrat,0,0
2016,Georgia1,republican,republican,0,0
2016,Georgia10,republican,republican,1,0.6652229234527687
2016,Georgia11,republican,republican,0,0
2016,Georgia12,republican,republican,0,0
2016,Georgia13,democrat,democrat,1,1.0
2016,Georgia14,republican,republican,1,1.0
2016,Georgia2,democrat,democrat,0,0
2016,Georgia3,republican,republican,0,0
2016,Georgia4,democrat,democrat,0,0
2016,Georgia5,democrat,democrat,1,1.0
2016,Georgia6,republican,republican,1,0.6604055029833162
2016,Georgia7,republican,republican,1,0.6538702934893389
2016,Georgia8,republican,republican,1,0.9990850165696579
2016,Georgia9,republican,republican,1,0.8067463144929218
2016,Hawaii1,democrat,democrat,0,0
2016,Hawaii2,democrat,democrat,1,0.7576493184303892
2016,Idaho1,republican,republican,1,0.6500833091857433
2016,Idaho2,republican,republican,1,0.6136084706453314
2016,Illinois1,democrat,democrat,1,0.7308809685744785
2016,Illinois10,democrat,republican,0,0
2016,Illinois11,democrat,democrat,1,0.5346165289634496
2016,Illinois12,republican,republican,1,0.5246450333272941
2016,Illinois13,republican,republican,1,0.5865593136508903
2016,Illinois14,republican,republican,1,0.6541376051838186
2016,Illinois15,republican,republican,1,0.7492317258906122
2016,Illinois16,republican,republican,1,0.7062127643900957
2016,Illinois17,democrat,democrat,1,0.5545718570833814
2016,Illinois18,republican,republican,0,0
2016,Illinois2,democrat,democrat,1,0.7849421832316685
2016,Illinois3,democrat,democrat,1,0.6456221835171823
2016,Illinois4,democrat,democrat,1,0.7814682570823197
2016,Illinois5,democrat,democrat,1,0.632347746700069
2016,Illinois6,republican,republican,1,0.6713535383996784
2016,Illinois7,democrat,democrat,1,0.8509529400147028
2016,Illinois8,democrat,democrat,0,0
2016,Illinois9,democrat,democrat,1,0.6605762473647224
2016,Indiana1,democrat,democrat,1,0.6084557919223011
2016,Indiana2,republican,republican,1,0.5894146005509642
2016,Indiana3,republican,republican,0,0
2016,Indiana4,republican,republican,1,0.6687456882593943
2016,Indiana5,republican,republican,1,0.6521122398414272
2016,Indiana6,republican,republican,1,0.6589691173720424
2016,Indiana7,democrat,democrat,1,0.5473227567899805
2016,Indiana8,republican,republican,1,0.603239646265651
2016,Indiana9,republican,republican,0,0
2016,Iowa1,republican,republican,1,0.5107464069186259
2016,Iowa2,democrat,democrat,1,0.5247558802761507
2016,Iowa3,republican,republican,1,0.5275857423439904
2016,Iowa4,republican,republican,1,0.6161598937717907
2016,Kansas1,republican,republican,0,0
2016,Kansas2,republican,republican,1,0.5704474358179062
2016,Kansas3,republican,republican,1,0.6002088567769115
2016,Kansas4,republican,republican,1,0.6666106181510716
2016,Kentucky1,republican,republican,0,0
2016,Kentucky2,republican,republican,1,0.6918539548744898
2016,Kentucky3,democrat,democrat,1,0.6349416830062057
2016,Kentucky4,republican,republican,1,0.6772837349994149
2016,Kentucky5,republican,republican,1,0.7825380080103395
2016,Kentucky6,republican,republican,1,0.5999495307170708
2016,Louisiana1,republican,republican,1,0.7756020393108309
2016,Louisiana2,democrat,democrat,1,0.6869206119962089
2016,Louisiana3,republican,republican,0,0
2016,Louisiana4,republican,republican,0,0
2016,Louisiana5,republican,republican,1,0.41284006955497693
2016,Louisiana6,republican,republican,1,0.4181856960899762
2016,Maine1,democrat,democrat,1,0.579756325565939
2016,Maine2,republican,republican,1,0.45191841604832395
2016,Maryland1,republican,republican,1,0.7041905933279556
2016,Maryland2,democrat,democrat,1,0.6132393534127137
2016,Maryland3,democrat,democrat,1,0.5954914654589574
2016,Maryland4,democrat,democrat,0,0
2016,Maryland5,democrat,democrat,1,0.6402627853477261
2016,Maryland6,democrat,democrat,1,0.49703992946214887
2016,Maryland7,democrat,democrat,1,0.699384456189044
2016,Maryland8,democrat,democrat,0,0
2016,Massachusetts1,democrat,democrat,1,0.7381349774303644
2016,Massachusetts2,democrat,democrat,1,0.7193835793616128
2016,Massachusetts3,democrat,democrat,1,0.6027323659273189
2016,Massachusetts4,democrat,democrat,1,0.721348076945675
2016,Massachusetts5,democrat,democrat,1,0.7099802718277021
2016,Massachusetts6,democrat,democrat,0,0
2016,Massachusetts7,democrat,democrat,1,0.8072207045781107
2016,Massachusetts8,democrat,democrat,1,0.7664574587154912
2016,Massachusetts9,democrat,democrat,1,0.5307576582297621
2016,Michigan1,republican,republican,0,0
2016,Michigan10,republican,republican,0,0
2016,Michigan11,republican,republican,0,0
2016,Michigan12,democrat,democrat,1,0.6500822607180877
2016,Michigan13,democrat,democrat,0,0
2016,Michigan14,democrat,democrat,0,0
2016,Michigan2,republican,republican,1,0.6362544116542765
2016,Michigan3,republican,republican,1,0.5790712131328714
2016,Michigan4,republican,republican,0,0
2016,Michigan5,democrat,democrat,1,0.6670718202198633
2016,Michigan6,republican,republican,1,0.5589206416047776
2016,Michigan7,republican,republican,1,0.5345195252252051
2016,Michigan8,republican,republican,1,0.5459701799485861
2016,Michigan9,democrat,democrat,1,0.603932546942066
2016,Minnesota1,democrat,democratic-farmer-labor,1,0.5419219656366484
2016,Minnesota2,republican,republican,0,0
2016,Minnesota3,republican,republican,1,0.6213810115547972
2016,Minnesota4,democrat,democratic-farmer-labor,1,0.611897184619905
2016,Minnesota5,democrat,democrat,1,0.7079318672937588
2016,Minnesota6,republican,republican,1,0.562931187353808
2016,Minnesota7,democrat,democratic-farmer-labor,1,0.5420557643199702
2016,Minnesota8,democrat,democrat,1,0.485149370685087
2016,Mississippi1,republican,republican,0,0
2016,Mississippi2,democrat,democrat,1,0.6773677058245765
2016,Mississippi3,republican,republican,1,0.6889368572531677
2016,Mississippi4,republican,republican,1,0.6991823931711832
2016,Missouri1,democrat,democrat,1,0.7297821326776518
2016,Missouri2,republican,republican,1,0.6411947195576266
2016,Missouri3,republican,republican,1,0.6833315937793549
2016,Missouri4,republican,republican,1,0.6807914411808085
2016,Missouri5,democrat,democrat,1,0.5158720343671689
2016,Missouri6,republican,republican,1,0.6665026474835535
2016,Missouri7,republican,republican,1,0.6346420097952512
2016,Missouri8,republican,republican,0,0
2016,Montana0,republican,republican,0,0
2016,Nebraska1,republican,republican,1,0.6881551684659075
2016,Nebraska2,republican,democrat,0,0
2016,Nebraska3,republican,republican,1,0.7538764300080015
2016,Nevada1,democrat,democrat,1,0.5684130562024434
2016,Nevada2,republican,republican,1,0.6573331185220987
2016,Nevada3,democrat,republican,0,0
2016,Nevada4,democrat,republican,0,0
2016,New Hampshire1,democrat,republican,0,0
2016,New Hampshire2,democrat,democrat,1,0.5487354314311624
2016,New Jersey1,democrat,democrat,0,0
2016,New Jersey10,democrat,democrat,0,0
2016,New Jersey11,republican,republican,1,0.6257002721057325
2016,New Jersey12,democrat,democrat,0,0
2016,New Jersey2,republican,republican,1,0.6145990922844176
2016,New Jersey3,republican,republican,0,0
2016,New Jersey4,republican,republican,1,0.679592105187905
2016,New Jersey5,democrat,republican,0,0
2016,New Jersey6,democrat,democrat,0,0
2016,New Jersey7,republican,republican,1,0.592549873009199
2016,New Jersey8,democrat,democrat,1,0.7735355516989864
2016,New Jersey9,democrat,democrat,0,0
2016,New Mexico1,democrat,democrat,1,0.5858625133309634
2016,New Mexico2,republican,republican,0,0
2016,New Mexico3,democrat,democrat,1,0.6152295790868989
2016,New York1,republican,republican,1,0.4360708243029895
2016,New York10,democrat,democrat,1,0.6530743822090332
2016,New York11,republican,republican,0,0
2016,New York12,democrat,democrat,1,0.6680292965423267
2016,New York13,democrat,democrat,0,0
2016,New York14,democrat,democrat,1,0.67342516178828
2016,New York15,democrat,democrat,1,0.8671410850688778
2016,New York16,democrat,democrat,1,0.6497277415167142
2016,New York17,democrat,democrat,1,0.491512269229499
2016,New York18,democrat,democrat,1,0.40829606619714537
2016,New York19,republican,republican,0,0
2016,New York2,republican,republican,1,0.5228520567192072
2016,New York20,democrat,democrat,1,0.4879909419007855
2016,New York21,republican,republican,1,0.43851000782119215
2016,New York22,republican,republican,0,0
2016,New York23,republican,republican,1,0.49526643366184914
2016,New York24,republican,republican,0,0
2016,New York25,democrat,democrat,1,0.4440554458670032
2016,New York26,democrat,democrat,1,0.5787328001104013
2016,New York27,republican,republican,1,0.5074251558236926
2016,New York3,democrat,democrat,0,0
2016,New York4,democrat,democrat,1,0.4778642936596218
2016,New York5,democrat,democrat,1,0.8020338983050848
2016,New York6,democrat,democrat,1,0.6367811036659509
2016,New York7,democrat,democrat,0,0
2016,New York8,democrat,democrat,1,0.7408976690883475
2016,New York9,democrat,democrat,1,0.6987481054268448
2016,North Carolina1,democrat,democrat,1,0.7337904080866097
2016,North Carolina10,republican,republican,1,0.6101756887694474
2016,North Carolina11,republican,republican,1,0.6289865405349007
2016,North Carolina12,democrat,democrat,0,0
2016,North Carolina13,republican,republican,0,0
2016,North Carolina2,republican,republican,0,0
2016,North Carolina3,republican,republican,1,0.6780984158329159
2016,North Carolina4,democrat,democrat,1,0.7474687942576156
2016,North Carolina5,republican,republican,1,0.610198377232182
2016,North Carolina6,republican,republican,1,0.586736766638786
2016,North Carolina7,republican,republican,1,0.593503867481369
2016,North Carolina8,republican,republican,1,0.6486324977857455
2016,North Carolina9,republican,republican,1,0.9390330976345671
2016,North Dakota0,republican,republican,1,0.5553544858648007
2016,Ohio1,republican,republican,1,0.6321669039380291
2016,Ohio10,republican,republican,1,0.6517850911737435
2016,Ohio11,democrat,democrat,1,0.7945076086830546
2016,Ohio12,republican,republican,1,0.6810761666538508
2016,Ohio13,democrat,democrat,1,0.6848800050128454
2016,Ohio14,republican,republican,1,0.6325659427719266
2016,Ohio15,republican,republican,1,0.6602370761634151
2016,Ohio16,republican,republican,1,0.6373767329716696
2016,Ohio2,republican,republican,1,0.6596257787987728
2016,Ohio3,democrat,democrat,1,0.6405721026657639
2016,Ohio4,republican,republican,1,0.6766574229330582
2016,Ohio5,republican,republican,1,0.6646020761245675
2016,Ohio6,republican,republican,1,0.5823489918804943
2016,Ohio7,republican,republican,1,1.0
2016,Ohio8,republican,republican,0,0
2016,Ohio9,democrat,democrat,1,0.6774103226207884
2016,Oklahoma1,republican,republican,1,1.0
2016,Oklahoma2,republican,republican,1,0.7002531453786764
2016,Oklahoma3,republican,republican,1,0.7861501724595383
2016,Oklahoma4,republican,republican,1,0.7080195828421585
2016,Oklahoma5,republican,republican,1,0.600956432669528
2016,Oregon1,democrat,democrat,1,0.5730932165455698
2016,Oregon2,republican,republican,1,0.70409324171523
2016,Oregon3,democrat,democrat,1,0.7232892808711662
2016,Oregon4,democrat,democrat,1,0.5855457655095928
2016,Oregon5,democrat,democrat,1,0.5369990892531876
2016,Pennsylvania1,democrat,democrat,1,0.8283714442600084
2016,Pennsylvania10,republican,republican,1,0.6258304588458424
2016,Pennsylvania11,republican,republican,1,0.6630714919974877
2016,Pennsylvania12,republican,republican,1,0.5927769878798265
2016,Pennsylvania13,democrat,democrat,1,0.6711973934292697
2016,Pennsylvania14,democrat,democrat,1,1.0
2016,Pennsylvania15,republican,republican,1,1.0
2016,Pennsylvania16,republican,republican,0,0
2016,Pennsylvania17,democrat,democrat,1,0.5675821412775445
2016,Pennsylvania18,republican,republican,1,1.0
2016,Pennsylvania2,democrat,democrat,0,0
2016,Pennsylvania3,republican,republican,1,0.606310240161883
2016,Pennsylvania4,republican,republican,1,0.7453633323198541
2016,Pennsylvania5,republican,republican,1,0.6359610078680947
2016,Pennsylvania6,republican,republican,0,0
2016,Pennsylvania7,republican,republican,1,0.6203891547049442
2016,Pennsylvania8,republican,republican,0,0
2016,Pennsylvania9,republican,republican,1,0.6352175493459961
2016,Rhode Island1,democrat,democrat,1,0.5948631049585591
2016,Rhode Island2,democrat,democrat,1,0.62221018928336
2016,South Carolina1,republican,republican,1,0.9341000665023667
2016,South Carolina2,republican,republican,1,0.6244558745020738
2016,South Carolina3,republican,republican,1,0.7117963038613735
2016,South Carolina4,republican,republican,1,0.848392139497749
2016,South Carolina5,republican,republican,1,0.5885295041251535
2016,South Carolina6,democrat,democrat,1,0.725050740347802
2016,South Carolina7,republican,republican,1,0.5995254308434971
2016,South Dakota0,republican,republican,1,0.6652962698909594
2016,Tennessee1,republican,republican,1,0.8283716928371693
2016,Tennessee2,republican,republican,0,0
2016,Tennessee3,republican,republican,1,0.6236122411064915
2016,Tennessee4,republican,republican,0,0
2016,Tennessee5,democrat,democrat,1,0.6232207213046748
2016,Tennessee6,republican,republican,1,0.7108768206691055
2016,Tennessee7,republican,republican,1,0.6999943004426656
2016,Tennessee8,republican,republican,0,0
2016,Tennessee9,democrat,democrat,1,0.7496868296868296
2016,Texas1,republican,republican,1,0.7746634356488961
2016,Texas10,republican,republican,1,0.6218179757452114
2016,Texas11,republican,republican,1,0.9026962383126766
2016,Texas12,republican,republican,1,0.7130725130725131
2016,Texas13,republican,republican,1,0.84321914629786
2016,Texas14,republican,republican,1,0.6185122650962951
2016,Texas15,democrat,democrat,0,0
2016,Texas16,democrat,democrat,1,0.6748922782299432
2016,Texas17,republican,republican,1,0.6458209460730817
2016,Texas18,democrat,democrat,1,0.7178285067446467
2016,Texas19,republican,republican,0,0
2016,Texas2,republican,republican,1,0.6794555610360871
2016,Texas20,democrat,democrat,1,0.7566049747624028
2016,Texas21,republican,republican,1,0.7177929691633685
2016,Texas22,republican,republican,1,0.665459271868361
2016,Texas23,republican,republican,1,0.4977865181193634
2016,Texas24,republican,republican,1,0.650448036759143
2016,Texas25,republican,republican,1,0.6021935766768044
2016,Texas26,republican,republican,1,0.8266346221813812
2016,Texas27,republican,republican,1,0.6359703007317985
2016,Texas28,democrat,democrat,1,0.8210045182305349
2016,Texas29,democrat,democrat,1,0.8954987755455865
2016,Texas3,republican,republican,1,0.8201041365345676
2016,Texas30,democrat,democrat,1,0.8794627243768491
2016,Texas31,republican,republican,1,0.6404829823531056
2016,Texas32,republican,republican,1,0.6181772755227553
2016,Texas33,democrat,democrat,1,0.865136780518659
2016,Texas34,democrat,democrat,1,0.5947018541006798
2016,Texas35,democrat,democrat,1,0.62482722785139
2016,Texas36,republican,republican,1,0.7595747224339147
2016,Texas4,republican,republican,1,1.0
2016,Texas5,republican,republican,1,0.8535995856592047
2016,Texas6,republican,republican,1,0.6114996423746324
2016,Texas7,republican,republican,1,0.6326395240854914
2016,Texas8,republican,republican,1,0.8932456271917608
2016,Texas9,democrat,democrat,1,0.9082125042149692
2016,Utah1,republican,republican,1,0.647761354722611
2016,Utah2,republican,republican,1,0.608223657208526
2016,Utah3,republican,republican,1,0.7220648057231028
2016,Utah4,republican,republican,1,0.5091867797347249
2016,Vermont0,democrat,democrat,1,0.6441066505138274
2016,Virginia1,republican,republican,1,0.6290447999007733
2016,Virginia10,republican,republican,0,0
2016,Virginia11,democrat,democrat,1,0.5685684619685312
2016,Virginia2,republican,republican,0,0
2016,Virginia3,democrat,democrat,1,0.9443358977490129
2016,Virginia4,democrat,republican,0,0
2016,Virginia5,republican,republican,0,0
2016,Virginia6,republican,republican,1,0.7450864736127496
2016,Virginia7,republican,republican,0,0
2016,Virginia8,democrat,democrat,1,0.6308081703401682
2016,Virginia9,republican,republican,1,0.7214630101649111
2016,Washington1,democrat,democrat,1,0.5503659471848
